current_week_ending,visit_type,respiratory_category,demographic_group,percent
2025-06-14,Ed Visits,Broad Acute Respiratory,Black Non-Hispanic,0.08222222222222222
2025-06-14,Ed Visits,Broad Acute Respiratory,Hispanic Or Latino,0.09222222222222223
2025-06-14,Ed Visits,Broad Acute Respiratory,Other Race/Ethnicity,0.08444444444444445
2025-06-14,Ed Visits,Broad Acute Respiratory,Unknown Race/Ethnicity,0.05444444444444444
2025-06-14,Ed Visits,Broad Acute Respiratory,White Non-Hispanic,0.07111111111111111
2025-06-14,Ed Visits,Covid-19,00_04,0.016666666666666666
2025-06-14,Ed Visits,Covid-19,05_17,0.02
2025-06-14,Ed Visits,Covid-19,18_44,0.015
2025-06-14,Ed Visits,Covid-19,45_64,0.016666666666666666
2025-06-14,Ed Visits,Covid-19,65+,0.02
2025-06-14,Ed Visits,Covid-19,All,0.016666666666666666
2025-06-14,Ed Visits,Covid-19,Asian Non-Hispanic,0.02
2025-06-14,Ed Visits,Covid-19,Black Non-Hispanic,0.015
2025-06-14,Ed Visits,Covid-19,Hispanic Or Latino,0.02
2025-06-14,Ed Visits,Covid-19,Other Race/Ethnicity,0.016666666666666666
2025-06-14,Ed Visits,Covid-19,Unknown Race/Ethnicity,0.013333333333333334
2025-06-14,Ed Visits,Covid-19,White Non-Hispanic,0.02
2025-06-14,Ed Visits,Ili,00_04,0.04
2025-06-14,Ed Visits,Ili,05_17,0.022222222222222223
2025-06-14,Ed Visits,Ili,18_44,0.01
2025-06-14,Ed Visits,Ili,45_64,0.01
2025-06-14,Ed Visits,Ili,65+,0.01
2025-06-14,Ed Visits,Ili,Age Unknown,0.01
2025-06-14,Ed Visits,Ili,All,0.01
2025-06-14,Ed Visits,Ili,Asian Non-Hispanic,0.0175
2025-06-14,Ed Visits,Ili,Black Non-Hispanic,0.01
2025-06-14,Ed Visits,Ili,Hispanic Or Latino,0.015555555555555557
2025-06-14,Ed Visits,Ili,Other Race/Ethnicity,0.01125
2025-06-14,Ed Visits,Ili,Unknown Race/Ethnicity,0.012
2025-06-14,Ed Visits,Ili,White Non-Hispanic,0.01
2025-06-14,Ed Visits,Influenza,05_17,0.01
2025-06-14,Ed Visits,Influenza,Unknown Race/Ethnicity,0.01
2025-06-14,Outpatient Visits,Ili,All,0.01375
2025-06-21,Admissions,Broad Acute Respiratory,00_04,0.048
2025-06-21,Admissions,Broad Acute Respiratory,05_17,0.10200000000000001
2025-06-21,Admissions,Broad Acute Respiratory,18_44,0.05800000000000001
2025-06-21,Admissions,Broad Acute Respiratory,45_64,0.13999999999999999
2025-06-21,Admissions,Broad Acute Respiratory,65+,0.17
2025-06-21,Admissions,Broad Acute Respiratory,All,0.118
2025-06-21,Admissions,Broad Acute Respiratory,Asian Non-Hispanic,0.11000000000000001
2025-06-21,Admissions,Broad Acute Respiratory,Black Non-Hispanic,0.128
2025-06-21,Admissions,Broad Acute Respiratory,Hispanic Or Latino,0.11200000000000002
2025-06-21,Admissions,Broad Acute Respiratory,Other Race/Ethnicity,0.1
2025-06-21,Admissions,Broad Acute Respiratory,Unknown Race/Ethnicity,0.09
2025-06-21,Admissions,Broad Acute Respiratory,White Non-Hispanic,0.10600000000000001
2025-06-21,Admissions,Covid-19,00_04,0.01
2025-06-21,Admissions,Covid-19,05_17,0.04
2025-06-21,Admissions,Covid-19,18_44,0.02
2025-06-21,Admissions,Covid-19,45_64,0.0275
2025-06-21,Admissions,Covid-19,65+,0.030000000000000002
2025-06-21,Admissions,Covid-19,All,0.0225
2025-06-21,Admissions,Covid-19,Asian Non-Hispanic,0.0175
2025-06-21,Admissions,Covid-19,Black Non-Hispanic,0.0225
2025-06-21,Admissions,Covid-19,Hispanic Or Latino,0.0275
2025-06-21,Admissions,Covid-19,Other Race/Ethnicity,0.015
2025-06-21,Admissions,Covid-19,Unknown Race/Ethnicity,0.02
2025-06-21,Admissions,Covid-19,White Non-Hispanic,0.02
2025-06-21,Admissions,Ili,00_04,0.01
2025-06-21,Admissions,Ili,05_17,0.01
2025-06-21,Admissions,Ili,45_64,0.01
2025-06-21,Admissions,Ili,65+,0.01
2025-06-21,Admissions,Ili,All,0.01
2025-06-21,Admissions,Ili,Asian Non-Hispanic,0.01
2025-06-21,Admissions,Ili,Black Non-Hispanic,0.01
2025-06-21,Admissions,Ili,Hispanic Or Latino,0.01
2025-06-21,Admissions,Ili,Unknown Race/Ethnicity,0.01
2025-06-21,Admissions,Influenza,Asian Non-Hispanic,0.01
2025-06-21,Admissions,Rsv,00_04,0.01
2025-06-21,Ed Visits,Broad Acute Respiratory,00_04,0.24777777777777776
2025-06-21,Ed Visits,Broad Acute Respiratory,05_17,0.1111111111111111
2025-06-21,Ed Visits,Broad Acute Respiratory,18_44,0.052222222222222225
2025-06-21,Ed Visits,Broad Acute Respiratory,45_64,0.05777777777777778
2025-06-21,Ed Visits,Broad Acute Respiratory,65+,0.08222222222222222
2025-06-21,Ed Visits,Broad Acute Respiratory,Age Unknown,0.55
2025-06-21,Ed Visits,Broad Acute Respiratory,All,0.07666666666666667
2025-06-21,Ed Visits,Broad Acute Respiratory,Asian Non-Hispanic,0.10222222222222223
2025-06-21,Ed Visits,Broad Acute Respiratory,Black Non-Hispanic,0.07555555555555556
2025-06-21,Ed Visits,Broad Acute Respiratory,Hispanic Or Latino,0.09000000000000001
2025-06-21,Ed Visits,Broad Acute Respiratory,Other Race/Ethnicity,0.08555555555555555
2025-06-21,Ed Visits,Broad Acute Respiratory,Unknown Race/Ethnicity,0.05555555555555555
2025-06-21,Ed Visits,Broad Acute Respiratory,White Non-Hispanic,0.07111111111111111
2025-06-21,Ed Visits,Covid-19,00_04,0.02
2025-06-21,Ed Visits,Covid-19,05_17,0.01
2025-06-21,Ed Visits,Covid-19,18_44,0.015
2025-06-21,Ed Visits,Covid-19,45_64,0.02
2025-06-21,Ed Visits,Covid-19,65+,0.0225
2025-06-21,Ed Visits,Covid-19,All,0.02
2025-06-21,Ed Visits,Covid-19,Asian Non-Hispanic,0.023333333333333334
2025-06-21,Ed Visits,Covid-19,Black Non-Hispanic,0.013333333333333334
2025-06-21,Ed Visits,Covid-19,Hispanic Or Latino,0.02
2025-06-21,Ed Visits,Covid-19,Other Race/Ethnicity,0.02
2025-06-21,Ed Visits,Covid-19,Unknown Race/Ethnicity,0.025
2025-06-21,Ed Visits,Covid-19,White Non-Hispanic,0.016666666666666666
2025-06-21,Ed Visits,Ili,00_04,0.042222222222222223
2025-06-21,Ed Visits,Ili,05_17,0.022222222222222223
2025-06-21,Ed Visits,Ili,18_44,0.01
2025-06-21,Ed Visits,Ili,45_64,0.01
2025-06-21,Ed Visits,Ili,65+,0.01
2025-06-21,Ed Visits,Ili,Age Unknown,0.02
2025-06-21,Ed Visits,Ili,All,0.01
2025-06-21,Ed Visits,Ili,Asian Non-Hispanic,0.015714285714285715
2025-06-21,Ed Visits,Ili,Black Non-Hispanic,0.011111111111111112
2025-06-21,Ed Visits,Ili,Hispanic Or Latino,0.015555555555555557
2025-06-21,Ed Visits,Ili,Other Race/Ethnicity,0.011666666666666667
2025-06-21,Ed Visits,Ili,Unknown Race/Ethnicity,0.01
2025-06-21,Ed Visits,Ili,White Non-Hispanic,0.01
2025-06-21,Ed Visits,Influenza,00_04,0.01
2025-06-21,Ed Visits,Rsv,00_04,0.01
2025-06-21,Outpatient Visits,Ili,All,0.015714285714285715
2025-06-28,Admissions,Broad Acute Respiratory,00_04,0.046
2025-06-28,Admissions,Broad Acute Respiratory,05_17,0.10600000000000001
2025-06-28,Admissions,Broad Acute Respiratory,18_44,0.054000000000000006
2025-06-28,Admissions,Broad Acute Respiratory,45_64,0.138
2025-06-28,Admissions,Broad Acute Respiratory,65+,0.172
2025-06-28,Admissions,Broad Acute Respiratory,All,0.11599999999999999
2025-06-28,Admissions,Broad Acute Respiratory,Asian Non-Hispanic,0.094
2025-06-28,Admissions,Broad Acute Respiratory,Black Non-Hispanic,0.132
2025-06-28,Admissions,Broad Acute Respiratory,Hispanic Or Latino,0.098
2025-06-28,Admissions,Broad Acute Respiratory,Other Race/Ethnicity,0.094
2025-06-28,Admissions,Broad Acute Respiratory,Unknown Race/Ethnicity,0.1
2025-06-28,Admissions,Broad Acute Respiratory,White Non-Hispanic,0.10400000000000001
2025-06-28,Admissions,Covid-19,00_04,0.01
2025-06-28,Admissions,Covid-19,05_17,0.02
2025-06-28,Admissions,Covid-19,18_44,0.02
2025-06-28,Admissions,Covid-19,45_64,0.023333333333333334
2025-06-28,Admissions,Covid-19,65+,0.024
2025-06-28,Admissions,Covid-19,All,0.02
2025-06-28,Admissions,Covid-19,Asian Non-Hispanic,0.025
2025-06-28,Admissions,Covid-19,Black Non-Hispanic,0.0225
2025-06-28,Admissions,Covid-19,Hispanic Or Latino,0.02
2025-06-28,Admissions,Covid-19,Other Race/Ethnicity,0.02
2025-06-28,Admissions,Covid-19,Unknown Race/Ethnicity,0.02
2025-06-28,Admissions,Covid-19,White Non-Hispanic,0.02
2025-06-28,Admissions,Ili,45_64,0.01
2025-06-28,Admissions,Ili,65+,0.01
2025-06-28,Admissions,Ili,All,0.01
2025-06-28,Admissions,Ili,Asian Non-Hispanic,0.01
2025-06-28,Admissions,Ili,Black Non-Hispanic,0.01
2025-06-28,Admissions,Ili,Hispanic Or Latino,0.01
2025-06-28,Admissions,Influenza,Other Race/Ethnicity,0.01
2025-06-28,Admissions,Rsv,00_04,0.01
2025-06-28,Ed Visits,Broad Acute Respiratory,00_04,0.22555555555555554
2025-06-28,Ed Visits,Broad Acute Respiratory,05_17,0.10888888888888888
2025-06-28,Ed Visits,Broad Acute Respiratory,18_44,0.052222222222222225
2025-06-28,Ed Visits,Broad Acute Respiratory,45_64,0.05666666666666667
2025-06-28,Ed Visits,Broad Acute Respiratory,65+,0.0811111111111111
2025-06-28,Ed Visits,Broad Acute Respiratory,Age Unknown,0.1
2025-06-28,Ed Visits,Broad Acute Respiratory,All,0.07333333333333333
2025-06-28,Ed Visits,Broad Acute Respiratory,Asian Non-Hispanic,0.09444444444444444
2025-06-28,Ed Visits,Broad Acute Respiratory,Black Non-Hispanic,0.07444444444444445
2025-06-28,Ed Visits,Broad Acute Respiratory,Hispanic Or Latino,0.08333333333333333
2025-06-28,Ed Visits,Broad Acute Respiratory,Other Race/Ethnicity,0.0811111111111111
2025-06-28,Ed Visits,Broad Acute Respiratory,Unknown Race/Ethnicity,0.05666666666666667
2025-06-28,Ed Visits,Broad Acute Respiratory,White Non-Hispanic,0.07
2025-06-28,Ed Visits,Covid-19,00_04,0.025
2025-06-28,Ed Visits,Covid-19,05_17,0.015
2025-06-28,Ed Visits,Covid-19,18_44,0.013333333333333334
2025-06-28,Ed Visits,Covid-19,45_64,0.013333333333333334
2025-06-28,Ed Visits,Covid-19,65+,0.02
2025-06-28,Ed Visits,Covid-19,All,0.016666666666666666
2025-06-28,Ed Visits,Covid-19,Asian Non-Hispanic,0.03
2025-06-28,Ed Visits,Covid-19,Black Non-Hispanic,0.016666666666666666
2025-06-28,Ed Visits,Covid-19,Hispanic Or Latino,0.016666666666666666
2025-06-28,Ed Visits,Covid-19,Other Race/Ethnicity,0.014000000000000002
2025-06-28,Ed Visits,Covid-19,Unknown Race/Ethnicity,0.02
2025-06-28,Ed Visits,Covid-19,White Non-Hispanic,0.016666666666666666
2025-06-28,Ed Visits,Ili,00_04,0.035555555555555556
2025-06-28,Ed Visits,Ili,05_17,0.018888888888888886
2025-06-28,Ed Visits,Ili,18_44,0.01
2025-06-28,Ed Visits,Ili,45_64,0.01
2025-06-28,Ed Visits,Ili,65+,0.01
2025-06-28,Ed Visits,Ili,Age Unknown,0.03
2025-06-28,Ed Visits,Ili,All,0.01
2025-06-28,Ed Visits,Ili,Asian Non-Hispanic,0.015
2025-06-28,Ed Visits,Ili,Black Non-Hispanic,0.01
2025-06-28,Ed Visits,Ili,Hispanic Or Latino,0.012222222222222223
2025-06-28,Ed Visits,Ili,Other Race/Ethnicity,0.01
2025-06-28,Ed Visits,Ili,Unknown Race/Ethnicity,0.01
2025-06-28,Ed Visits,Ili,White Non-Hispanic,0.01
2025-06-28,Ed Visits,Rsv,00_04,0.01
2025-06-28,Outpatient Visits,Ili,All,0.016666666666666666
2025-07-05,Admissions,Broad Acute Respiratory,00_04,0.048
2025-07-05,Admissions,Broad Acute Respiratory,05_17,0.084
2025-07-05,Admissions,Broad Acute Respiratory,18_44,0.05600000000000001
2025-07-05,Admissions,Broad Acute Respiratory,45_64,0.13799999999999998
2025-07-05,Admissions,Broad Acute Respiratory,65+,0.182
2025-07-05,Admissions,Broad Acute Respiratory,All,0.118
2025-07-05,Admissions,Broad Acute Respiratory,Asian Non-Hispanic,0.088
2025-07-05,Admissions,Broad Acute Respiratory,Black Non-Hispanic,0.132
2025-07-05,Admissions,Broad Acute Respiratory,Hispanic Or Latino,0.1
2025-07-05,Admissions,Broad Acute Respiratory,Other Race/Ethnicity,0.1
2025-07-05,Admissions,Broad Acute Respiratory,Unknown Race/Ethnicity,0.094
2025-07-05,Admissions,Broad Acute Respiratory,White Non-Hispanic,0.11399999999999999
2025-07-05,Admissions,Covid-19,00_04,0.01
2025-07-05,Admissions,Covid-19,05_17,0.025
2025-07-05,Admissions,Covid-19,18_44,0.02
2025-07-05,Admissions,Covid-19,45_64,0.023333333333333334
2025-07-05,Admissions,Covid-19,65+,0.026000000000000002
2025-07-05,Admissions,Covid-19,All,0.02
2025-07-05,Admissions,Covid-19,Asian Non-Hispanic,0.02666666666666667
2025-07-05,Admissions,Covid-19,Black Non-Hispanic,0.018
2025-07-05,Admissions,Covid-19,Hispanic Or Latino,0.0275
2025-07-05,Admissions,Covid-19,Other Race/Ethnicity,0.02
2025-07-05,Admissions,Covid-19,Unknown Race/Ethnicity,0.015000000000000001
2025-07-05,Admissions,Covid-19,White Non-Hispanic,0.02
2025-07-05,Admissions,Ili,45_64,0.01
2025-07-05,Admissions,Ili,65+,0.01
2025-07-05,Admissions,Ili,All,0.01
2025-07-05,Admissions,Ili,Asian Non-Hispanic,0.01
2025-07-05,Admissions,Ili,Black Non-Hispanic,0.01
2025-07-05,Admissions,Ili,Hispanic Or Latino,0.01
2025-07-05,Admissions,Ili,Other Race/Ethnicity,0.01
2025-07-05,Admissions,Ili,White Non-Hispanic,0.01
2025-07-05,Admissions,Influenza,Asian Non-Hispanic,0.01
2025-07-05,Admissions,Rsv,00_04,0.01
2025-07-05,Admissions,Rsv,Asian Non-Hispanic,0.01
2025-07-05,Admissions,Rsv,Other Race/Ethnicity,0.01
2025-07-05,Ed Visits,Broad Acute Respiratory,00_04,0.2111111111111111
2025-07-05,Ed Visits,Broad Acute Respiratory,05_17,0.10222222222222223
2025-07-05,Ed Visits,Broad Acute Respiratory,18_44,0.051111111111111114
2025-07-05,Ed Visits,Broad Acute Respiratory,45_64,0.05444444444444444
2025-07-05,Ed Visits,Broad Acute Respiratory,65+,0.08444444444444445
2025-07-05,Ed Visits,Broad Acute Respiratory,Age Unknown,0.1
2025-07-05,Ed Visits,Broad Acute Respiratory,All,0.07333333333333333
2025-07-05,Ed Visits,Broad Acute Respiratory,Asian Non-Hispanic,0.09666666666666666
2025-07-05,Ed Visits,Broad Acute Respiratory,Black Non-Hispanic,0.07333333333333333
2025-07-05,Ed Visits,Broad Acute Respiratory,Hispanic Or Latino,0.08
2025-07-05,Ed Visits,Broad Acute Respiratory,Other Race/Ethnicity,0.07666666666666667
2025-07-05,Ed Visits,Broad Acute Respiratory,Unknown Race/Ethnicity,0.052222222222222225
2025-07-05,Ed Visits,Broad Acute Respiratory,White Non-Hispanic,0.06777777777777777
2025-07-05,Ed Visits,Covid-19,00_04,0.035
2025-07-05,Ed Visits,Covid-19,05_17,0.016666666666666666
2025-07-05,Ed Visits,Covid-19,18_44,0.016666666666666666
2025-07-05,Ed Visits,Covid-19,45_64,0.016666666666666666
2025-07-05,Ed Visits,Covid-19,65+,0.025
2025-07-05,Ed Visits,Covid-19,All,0.02
2025-07-05,Ed Visits,Covid-19,Asian Non-Hispanic,0.025
2025-07-05,Ed Visits,Covid-19,Black Non-Hispanic,0.016666666666666666
2025-07-05,Ed Visits,Covid-19,Hispanic Or Latino,0.023333333333333334
2025-07-05,Ed Visits,Covid-19,Other Race/Ethnicity,0.015
2025-07-05,Ed Visits,Covid-19,Unknown Race/Ethnicity,0.016666666666666666
2025-07-05,Ed Visits,Covid-19,White Non-Hispanic,0.016666666666666666
2025-07-05,Ed Visits,Ili,00_04,0.034444444444444444
2025-07-05,Ed Visits,Ili,05_17,0.018888888888888886
2025-07-05,Ed Visits,Ili,18_44,0.01
2025-07-05,Ed Visits,Ili,45_64,0.01
2025-07-05,Ed Visits,Ili,65+,0.01
2025-07-05,Ed Visits,Ili,Age Unknown,0.04
2025-07-05,Ed Visits,Ili,All,0.01
2025-07-05,Ed Visits,Ili,Asian Non-Hispanic,0.015
2025-07-05,Ed Visits,Ili,Black Non-Hispanic,0.01
2025-07-05,Ed Visits,Ili,Hispanic Or Latino,0.012222222222222223
2025-07-05,Ed Visits,Ili,Other Race/Ethnicity,0.01125
2025-07-05,Ed Visits,Ili,Unknown Race/Ethnicity,0.01
2025-07-05,Ed Visits,Ili,White Non-Hispanic,0.01
2025-07-05,Ed Visits,Influenza,Asian Non-Hispanic,0.01
2025-07-05,Ed Visits,Rsv,00_04,0.01
2025-07-05,Ed Visits,Rsv,Asian Non-Hispanic,0.01
2025-07-05,Outpatient Visits,Ili,All,0.015
2025-07-12,Admissions,Broad Acute Respiratory,00_04,0.044000000000000004
2025-07-12,Admissions,Broad Acute Respiratory,05_17,0.11200000000000002
2025-07-12,Admissions,Broad Acute Respiratory,18_44,0.05800000000000001
2025-07-12,Admissions,Broad Acute Respiratory,45_64,0.132
2025-07-12,Admissions,Broad Acute Respiratory,65+,0.17400000000000002
2025-07-12,Admissions,Broad Acute Respiratory,All,0.11600000000000002
2025-07-12,Admissions,Broad Acute Respiratory,Asian Non-Hispanic,0.11200000000000002
2025-07-12,Admissions,Broad Acute Respiratory,Black Non-Hispanic,0.136
2025-07-12,Admissions,Broad Acute Respiratory,Hispanic Or Latino,0.10200000000000001
2025-07-12,Admissions,Broad Acute Respiratory,Other Race/Ethnicity,0.082
2025-07-12,Admissions,Broad Acute Respiratory,Unknown Race/Ethnicity,0.08
2025-07-12,Admissions,Broad Acute Respiratory,White Non-Hispanic,0.10800000000000001
2025-07-12,Admissions,Covid-19,00_04,0.01
2025-07-12,Admissions,Covid-19,05_17,0.0175
2025-07-12,Admissions,Covid-19,18_44,0.015
2025-07-12,Admissions,Covid-19,45_64,0.02
2025-07-12,Admissions,Covid-19,65+,0.0275
2025-07-12,Admissions,Covid-19,All,0.02
2025-07-12,Admissions,Covid-19,Asian Non-Hispanic,0.02666666666666667
2025-07-12,Admissions,Covid-19,Black Non-Hispanic,0.0225
2025-07-12,Admissions,Covid-19,Hispanic Or Latino,0.02666666666666667
2025-07-12,Admissions,Covid-19,Other Race/Ethnicity,0.01
2025-07-12,Admissions,Covid-19,Unknown Race/Ethnicity,0.013333333333333334
2025-07-12,Admissions,Covid-19,White Non-Hispanic,0.023333333333333334
2025-07-12,Admissions,Ili,45_64,0.01
2025-07-12,Admissions,Ili,Asian Non-Hispanic,0.01
2025-07-12,Admissions,Ili,Hispanic Or Latino,0.01
2025-07-12,Admissions,Ili,Other Race/Ethnicity,0.01
2025-07-12,Admissions,Influenza,05_17,0.01
2025-07-12,Admissions,Rsv,00_04,0.01
2025-07-12,Ed Visits,Broad Acute Respiratory,00_04,0.21555555555555556
2025-07-12,Ed Visits,Broad Acute Respiratory,05_17,0.1
2025-07-12,Ed Visits,Broad Acute Respiratory,18_44,0.051111111111111114
2025-07-12,Ed Visits,Broad Acute Respiratory,45_64,0.05444444444444444
2025-07-12,Ed Visits,Broad Acute Respiratory,65+,0.08
2025-07-12,Ed Visits,Broad Acute Respiratory,Age Unknown,0.16
2025-07-12,Ed Visits,Broad Acute Respiratory,All,0.07111111111111111
2025-07-12,Ed Visits,Broad Acute Respiratory,Asian Non-Hispanic,0.08888888888888889
2025-07-12,Ed Visits,Broad Acute Respiratory,Black Non-Hispanic,0.07333333333333333
2025-07-12,Ed Visits,Broad Acute Respiratory,Hispanic Or Latino,0.0788888888888889
2025-07-12,Ed Visits,Broad Acute Respiratory,Other Race/Ethnicity,0.07444444444444445
2025-07-12,Ed Visits,Broad Acute Respiratory,Unknown Race/Ethnicity,0.04666666666666667
2025-07-12,Ed Visits,Broad Acute Respiratory,White Non-Hispanic,0.06555555555555556
2025-07-12,Ed Visits,Covid-19,00_04,0.04
2025-07-12,Ed Visits,Covid-19,05_17,0.02
2025-07-12,Ed Visits,Covid-19,18_44,0.015
2025-07-12,Ed Visits,Covid-19,45_64,0.015
2025-07-12,Ed Visits,Covid-19,65+,0.025
2025-07-12,Ed Visits,Covid-19,All,0.015
2025-07-12,Ed Visits,Covid-19,Asian Non-Hispanic,0.030000000000000002
2025-07-12,Ed Visits,Covid-19,Black Non-Hispanic,0.015
2025-07-12,Ed Visits,Covid-19,Hispanic Or Latino,0.02
2025-07-12,Ed Visits,Covid-19,Other Race/Ethnicity,0.02
2025-07-12,Ed Visits,Covid-19,Unknown Race/Ethnicity,0.0125
2025-07-12,Ed Visits,Covid-19,White Non-Hispanic,0.02
2025-07-12,Ed Visits,Ili,00_04,0.034444444444444444
2025-07-12,Ed Visits,Ili,05_17,0.016666666666666666
2025-07-12,Ed Visits,Ili,18_44,0.01
2025-07-12,Ed Visits,Ili,45_64,0.01
2025-07-12,Ed Visits,Ili,65+,0.01
2025-07-12,Ed Visits,Ili,Age Unknown,0.02
2025-07-12,Ed Visits,Ili,All,0.01
2025-07-12,Ed Visits,Ili,Asian Non-Hispanic,0.013333333333333334
2025-07-12,Ed Visits,Ili,Black Non-Hispanic,0.01
2025-07-12,Ed Visits,Ili,Hispanic Or Latino,0.011111111111111112
2025-07-12,Ed Visits,Ili,Other Race/Ethnicity,0.01
2025-07-12,Ed Visits,Ili,Unknown Race/Ethnicity,0.01
2025-07-12,Ed Visits,Ili,White Non-Hispanic,0.01
2025-07-12,Ed Visits,Rsv,00_04,0.015
2025-07-12,Outpatient Visits,Ili,All,0.014000000000000002
2025-07-19,Admissions,Broad Acute Respiratory,00_04,0.054000000000000006
2025-07-19,Admissions,Broad Acute Respiratory,05_17,0.098
2025-07-19,Admissions,Broad Acute Respiratory,18_44,0.06
2025-07-19,Admissions,Broad Acute Respiratory,45_64,0.13799999999999998
2025-07-19,Admissions,Broad Acute Respiratory,65+,0.17
2025-07-19,Admissions,Broad Acute Respiratory,Age Unknown,0.67
2025-07-19,Admissions,Broad Acute Respiratory,All,0.118
2025-07-19,Admissions,Broad Acute Respiratory,Asian Non-Hispanic,0.10400000000000001
2025-07-19,Admissions,Broad Acute Respiratory,Black Non-Hispanic,0.134
2025-07-19,Admissions,Broad Acute Respiratory,Hispanic Or Latino,0.1
2025-07-19,Admissions,Broad Acute Respiratory,Other Race/Ethnicity,0.096
2025-07-19,Admissions,Broad Acute Respiratory,Unknown Race/Ethnicity,0.088
2025-07-19,Admissions,Broad Acute Respiratory,White Non-Hispanic,0.11200000000000002
2025-07-19,Admissions,Covid-19,00_04,0.015
2025-07-19,Admissions,Covid-19,05_17,0.030000000000000002
2025-07-19,Admissions,Covid-19,18_44,0.0175
2025-07-19,Admissions,Covid-19,45_64,0.0275
2025-07-19,Admissions,Covid-19,65+,0.026000000000000002
2025-07-19,Admissions,Covid-19,All,0.0225
2025-07-19,Admissions,Covid-19,Asian Non-Hispanic,0.025
2025-07-19,Admissions,Covid-19,Black Non-Hispanic,0.02
2025-07-19,Admissions,Covid-19,Hispanic Or Latino,0.025
2025-07-19,Admissions,Covid-19,Other Race/Ethnicity,0.0225
2025-07-19,Admissions,Covid-19,Unknown Race/Ethnicity,0.02
2025-07-19,Admissions,Covid-19,White Non-Hispanic,0.0175
2025-07-19,Admissions,Ili,05_17,0.01
2025-07-19,Admissions,Ili,45_64,0.01
2025-07-19,Admissions,Ili,65+,0.01
2025-07-19,Admissions,Ili,Asian Non-Hispanic,0.01
2025-07-19,Admissions,Ili,Black Non-Hispanic,0.01
2025-07-19,Admissions,Rsv,00_04,0.02
2025-07-19,Admissions,Rsv,Asian Non-Hispanic,0.01
2025-07-19,Ed Visits,Broad Acute Respiratory,00_04,0.20777777777777778
2025-07-19,Ed Visits,Broad Acute Respiratory,05_17,0.10111111111111111
2025-07-19,Ed Visits,Broad Acute Respiratory,18_44,0.051111111111111114
2025-07-19,Ed Visits,Broad Acute Respiratory,45_64,0.05444444444444444
2025-07-19,Ed Visits,Broad Acute Respiratory,65+,0.08
2025-07-19,Ed Visits,Broad Acute Respiratory,Age Unknown,0.4
2025-07-19,Ed Visits,Broad Acute Respiratory,All,0.07
2025-07-19,Ed Visits,Broad Acute Respiratory,Asian Non-Hispanic,0.08777777777777779
2025-07-19,Ed Visits,Broad Acute Respiratory,Black Non-Hispanic,0.07333333333333333
2025-07-19,Ed Visits,Broad Acute Respiratory,Hispanic Or Latino,0.07888888888888888
2025-07-19,Ed Visits,Broad Acute Respiratory,Other Race/Ethnicity,0.07666666666666667
2025-07-19,Ed Visits,Broad Acute Respiratory,Unknown Race/Ethnicity,0.04888888888888889
2025-07-19,Ed Visits,Broad Acute Respiratory,White Non-Hispanic,0.06666666666666667
2025-07-19,Ed Visits,Covid-19,00_04,0.03
2025-07-19,Ed Visits,Covid-19,05_17,0.015
2025-07-19,Ed Visits,Covid-19,18_44,0.014000000000000002
2025-07-19,Ed Visits,Covid-19,45_64,0.0175
2025-07-19,Ed Visits,Covid-19,65+,0.022000000000000002
2025-07-19,Ed Visits,Covid-19,All,0.016
2025-07-19,Ed Visits,Covid-19,Asian Non-Hispanic,0.0325
2025-07-19,Ed Visits,Covid-19,Black Non-Hispanic,0.0175
2025-07-19,Ed Visits,Covid-19,Hispanic Or Latino,0.018
2025-07-19,Ed Visits,Covid-19,Other Race/Ethnicity,0.018
2025-07-19,Ed Visits,Covid-19,Unknown Race/Ethnicity,0.015
2025-07-19,Ed Visits,Covid-19,White Non-Hispanic,0.016
2025-07-19,Ed Visits,Ili,00_04,0.031111111111111114
2025-07-19,Ed Visits,Ili,05_17,0.017777777777777778
2025-07-19,Ed Visits,Ili,18_44,0.01
2025-07-19,Ed Visits,Ili,45_64,0.01
2025-07-19,Ed Visits,Ili,65+,0.01
2025-07-19,Ed Visits,Ili,All,0.01
2025-07-19,Ed Visits,Ili,Asian Non-Hispanic,0.011666666666666667
2025-07-19,Ed Visits,Ili,Black Non-Hispanic,0.01
2025-07-19,Ed Visits,Ili,Hispanic Or Latino,0.01
2025-07-19,Ed Visits,Ili,Other Race/Ethnicity,0.01
2025-07-19,Ed Visits,Ili,Unknown Race/Ethnicity,0.01
2025-07-19,Ed Visits,Ili,White Non-Hispanic,0.01
2025-07-19,Ed Visits,Rsv,00_04,0.01
2025-07-19,Outpatient Visits,Ili,All,0.014000000000000002
2025-07-26,Admissions,Broad Acute Respiratory,00_04,0.052000000000000005
2025-07-26,Admissions,Broad Acute Respiratory,05_17,0.13
2025-07-26,Admissions,Broad Acute Respiratory,18_44,0.05800000000000001
2025-07-26,Admissions,Broad Acute Respiratory,45_64,0.138
2025-07-26,Admissions,Broad Acute Respiratory,65+,0.174
2025-07-26,Admissions,Broad Acute Respiratory,All,0.12
2025-07-26,Admissions,Broad Acute Respiratory,Asian Non-Hispanic,0.092
2025-07-26,Admissions,Broad Acute Respiratory,Black Non-Hispanic,0.138
2025-07-26,Admissions,Broad Acute Respiratory,Hispanic Or Latino,0.1
2025-07-26,Admissions,Broad Acute Respiratory,Other Race/Ethnicity,0.122
