mmwr_week,week,week_start,week_end,season,data_source,essence_category,respiratory_category,visit_type,demographic_category,demographic_group,percent,current_week_ending
202148,48,2021-11-28,2021-12-04,2021-2022,Essence,Cdc Influenza Dd V1,Influenza,Ed Visits,Age Group,05_17,0.01,2024-11-30
201808,8,2018-02-18,2018-02-24,2017-2018,Essence,Cdc Influenza Dd V1,Influenza,Ed Visits,Race/Ethnicity,Hispanic Or Latino,0.04,2025-02-22
202026,26,2020-06-21,2020-06-27,2019-2020,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,45_64,0.07,2025-06-28
201910,10,2019-03-03,2019-03-09,2018-2019,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Unknown Race/Ethnicity,0.04,2025-03-08
202212,12,2022-03-20,2022-03-26,2021-2022,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Race/Ethnicity,Unknown Race/Ethnicity,0.01,2025-03-22
202245,45,2022-11-06,2022-11-12,2022-2023,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Other Race/Ethnicity,0.02,2024-11-09
202136,36,2021-09-05,2021-09-11,2020-2021,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Age Group,18_44,0.04,2025-09-06
202004,4,2020-01-19,2020-01-25,2019-2020,Essence,Influenza-Like Illness,Ili,Admissions,Age Group,65+,0.01,2025-01-25
202309,9,2023-02-26,2023-03-04,2022-2023,Essence,Cdc Respiratory Syncytial Virus Dd V1,Rsv,Admissions,Age Group,00_04,0.01,2025-03-01
202035,35,2020-08-23,2020-08-29,2019-2020,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,05_17,0.1,2025-08-30
201848,48,2018-11-25,2018-12-01,2018-2019,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,05_17,0.18,2024-11-30
201647,47,2016-11-20,2016-11-26,2016-2017,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,05_17,0.18,2024-11-23
202247,47,2022-11-20,2022-11-26,2022-2023,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Hispanic Or Latino,0.31,2024-11-23
202220,20,2022-05-15,2022-05-21,2021-2022,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Race/Ethnicity,Other Race/Ethnicity,0.02,2025-05-17
202233,33,2022-08-14,2022-08-20,2021-2022,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Race/Ethnicity,Other Race/Ethnicity,0.02,2025-08-16
202043,43,2020-10-18,2020-10-24,2020-2021,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Race/Ethnicity,Black Non-Hispanic,0.15,2024-10-26
202010,10,2020-03-01,2020-03-07,2019-2020,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Age Group,00_04,0.16,2025-03-08
202052,52,2020-12-20,2020-12-26,2020-2021,Essence,Influenza-Like Illness,Ili,Admissions,Age Group,18_44,0.01,2024-12-28
201922,22,2019-05-26,2019-06-01,2018-2019,Essence,Influenza-Like Illness,Ili,Ed Visits,Age Group,65+,0.01,2025-05-31
201725,25,2017-06-18,2017-06-24,2016-2017,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,White Non-Hispanic,0.01,2025-06-21
202242,42,2022-10-16,2022-10-22,2022-2023,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,65+,0.13,2024-10-19
201939,39,2019-09-22,2019-09-28,2018-2019,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Hispanic Or Latino,0.02,2025-09-27
202349,49,2023-12-03,2023-12-09,2023-2024,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Race/Ethnicity,Unknown Race/Ethnicity,0.02,2024-12-07
202321,21,2023-05-21,2023-05-27,2022-2023,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Black Non-Hispanic,0.1,2025-05-24
201945,45,2019-11-03,2019-11-09,2019-2020,Essence,Influenza-Like Illness,Ili,Admissions,Age Group,65+,0.01,2024-11-09
202010,10,2020-03-01,2020-03-07,2019-2020,Essence,Cdc Influenza Dd V1,Influenza,Admissions,Race/Ethnicity,White Non-Hispanic,0.02,2025-03-08
202307,7,2023-02-12,2023-02-18,2022-2023,Ilinet,Not Applicable,Ili,Outpatient Visits,All,All,0.01,2025-02-15
202113,13,2021-03-28,2021-04-03,2020-2021,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Unknown Race/Ethnicity,0.09,2025-03-29
202025,25,2020-06-14,2020-06-20,2019-2020,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,00_04,0.09,2025-06-21
201616,16,2016-04-17,2016-04-23,2015-2016,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Unknown Race/Ethnicity,0.03,2025-04-19
202152,52,2021-12-26,2022-01-01,2021-2022,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Age Group,05_17,0.13,2024-12-28
202238,38,2022-09-18,2022-09-24,2021-2022,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,05_17,0.2,2025-09-20
202402,2,2024-01-07,2024-01-13,2023-2024,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Age Group,18_44,0.01,2025-01-11
202042,42,2020-10-11,2020-10-17,2020-2021,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Hispanic Or Latino,0.01,2024-10-19
201642,42,2016-10-16,2016-10-22,2016-2017,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Black Non-Hispanic,0.02,2024-10-19
202143,43,2021-10-24,2021-10-30,2021-2022,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Unknown Race/Ethnicity,0.01,2024-10-26
202322,22,2023-05-28,2023-06-03,2022-2023,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Race/Ethnicity,White Non-Hispanic,0.01,2025-05-31
202341,41,2023-10-08,2023-10-14,2023-2024,Essence,Influenza-Like Illness,Ili,Admissions,Race/Ethnicity,Hispanic Or Latino,0.01,2024-10-12
202203,3,2022-01-16,2022-01-22,2021-2022,Ilinet,Not Applicable,Ili,Outpatient Visits,All,All,0.01,2025-01-18
202420,20,2024-05-12,2024-05-18,2023-2024,Essence,Influenza-Like Illness,Ili,Admissions,Race/Ethnicity,Unknown Race/Ethnicity,0.01,2025-05-17
202127,27,2021-07-04,2021-07-10,2020-2021,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Age Group,45_64,0.14,2025-07-05
202405,5,2024-01-28,2024-02-03,2023-2024,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Hispanic Or Latino,0.02,2025-02-01
202301,1,2023-01-01,2023-01-07,2022-2023,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Age Group,45_64,0.03,2025-01-04
202342,42,2023-10-15,2023-10-21,2023-2024,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,All,All,0.13,2024-10-19
202227,27,2022-07-03,2022-07-09,2021-2022,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Unknown Race/Ethnicity,0.05,2025-07-05
202406,6,2024-02-04,2024-02-10,2023-2024,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,White Non-Hispanic,0.01,2025-02-08
202033,33,2020-08-09,2020-08-15,2019-2020,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Unknown Race/Ethnicity,0.01,2025-08-16
202326,26,2023-06-25,2023-07-01,2022-2023,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Age Group,00_04,0.04,2025-06-28
202405,5,2024-01-28,2024-02-03,2023-2024,Essence,Cdc Influenza Dd V1,Influenza,Ed Visits,Race/Ethnicity,Asian Non-Hispanic,0.02,2025-02-01
202344,44,2023-10-29,2023-11-04,2023-2024,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Race/Ethnicity,Other Race/Ethnicity,0.02,2024-11-02
201908,8,2019-02-17,2019-02-23,2018-2019,Essence,Cdc Influenza Dd V1,Influenza,Ed Visits,Race/Ethnicity,Other Race/Ethnicity,0.03,2025-02-22
202246,46,2022-11-13,2022-11-19,2022-2023,Essence,Influenza-Like Illness,Ili,Ed Visits,Age Group,45_64,0.02,2024-11-16
202016,16,2020-04-12,2020-04-18,2019-2020,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Race/Ethnicity,White Non-Hispanic,0.06,2025-04-19
202129,29,2021-07-18,2021-07-24,2020-2021,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Hispanic Or Latino,0.01,2025-07-19
202208,8,2022-02-20,2022-02-26,2021-2022,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,White Non-Hispanic,0.07,2025-02-22
202402,2,2024-01-07,2024-01-13,2023-2024,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Black Non-Hispanic,0.03,2025-01-11
201751,51,2017-12-17,2017-12-23,2017-2018,Essence,Influenza-Like Illness,Ili,Ed Visits,Age Group,45_64,0.02,2024-12-21
202352,52,2023-12-24,2023-12-30,2023-2024,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Race/Ethnicity,Other Race/Ethnicity,0.03,2024-12-28
202315,15,2023-04-09,2023-04-15,2022-2023,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Race/Ethnicity,White Non-Hispanic,0.14,2025-04-12
201649,49,2016-12-04,2016-12-10,2016-2017,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,Age Unknown,0.25,2024-12-07
202050,50,2020-12-06,2020-12-12,2020-2021,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,All,All,0.12,2024-12-14
201747,47,2017-11-19,2017-11-25,2017-2018,Essence,Influenza-Like Illness,Ili,Ed Visits,Age Group,45_64,0.01,2024-11-23
202310,10,2023-03-05,2023-03-11,2022-2023,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,All,All,0.14,2025-03-08
202405,5,2024-01-28,2024-02-03,2023-2024,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Age Group,45_64,0.01,2025-02-01
202043,43,2020-10-18,2020-10-24,2020-2021,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,00_04,0.23,2024-10-26
202003,3,2020-01-12,2020-01-18,2019-2020,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Unknown Race/Ethnicity,0.03,2025-01-18
202121,21,2021-05-23,2021-05-29,2020-2021,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Race/Ethnicity,Unknown Race/Ethnicity,0.02,2025-05-24
202020,20,2020-05-10,2020-05-16,2019-2020,Essence,Influenza-Like Illness,Ili,Admissions,Race/Ethnicity,Other Race/Ethnicity,0.02,2025-05-17
202206,6,2022-02-06,2022-02-12,2021-2022,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Hispanic Or Latino,0.01,2025-02-08
202023,23,2020-05-31,2020-06-06,2019-2020,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Race/Ethnicity,Other Race/Ethnicity,0.06,2025-06-07
202309,9,2023-02-26,2023-03-04,2022-2023,Essence,Influenza-Like Illness,Ili,Ed Visits,Age Group,45_64,0.01,2025-03-01
202434,34,2024-08-18,2024-08-24,2023-2024,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Unknown Race/Ethnicity,0.01,2025-08-23
202334,34,2023-08-20,2023-08-26,2022-2023,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Race/Ethnicity,White Non-Hispanic,0.02,2025-08-23
202438,38,2024-09-15,2024-09-21,2023-2024,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Unknown Race/Ethnicity,0.01,2025-09-20
202105,5,2021-01-31,2021-02-06,2020-2021,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,05_17,0.08,2025-02-01
201905,5,2019-01-27,2019-02-02,2018-2019,Ilinet,Not Applicable,Ili,Outpatient Visits,All,All,0.02,2025-02-01
202426,26,2024-06-23,2024-06-29,2023-2024,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Race/Ethnicity,Unknown Race/Ethnicity,0.08,2025-06-28
202032,32,2020-08-02,2020-08-08,2019-2020,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,White Non-Hispanic,0.07,2025-08-09
201804,4,2018-01-21,2018-01-27,2017-2018,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Other Race/Ethnicity,0.07,2025-01-25
202102,2,2021-01-10,2021-01-16,2020-2021,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Age Group,18_44,0.1,2025-01-11
202109,9,2021-02-28,2021-03-06,2020-2021,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Age Group,00_04,0.01,2025-03-01
202351,51,2023-12-17,2023-12-23,2023-2024,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Black Non-Hispanic,0.04,2024-12-21
202111,11,2021-03-14,2021-03-20,2020-2021,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,00_04,0.26,2025-03-15
202015,15,2020-04-05,2020-04-11,2019-2020,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Age Group,45_64,0.44,2025-04-12
201931,31,2019-07-28,2019-08-03,2018-2019,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,05_17,0.11,2025-08-02
201550,50,2015-12-13,2015-12-19,2015-2016,Essence,Cdc Respiratory Syncytial Virus Dd V1,Rsv,Ed Visits,Age Group,00_04,0.01,2024-12-14
202037,37,2020-09-06,2020-09-12,2019-2020,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Race/Ethnicity,Other Race/Ethnicity,0.01,2025-09-13
201951,51,2019-12-15,2019-12-21,2019-2020,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Age Group,00_04,0.35,2024-12-21
202145,45,2021-11-07,2021-11-13,2021-2022,Essence,Cdc Respiratory Syncytial Virus Dd V1,Rsv,Admissions,Race/Ethnicity,Other Race/Ethnicity,0.01,2024-11-09
202001,1,2019-12-29,2020-01-04,2019-2020,Essence,Influenza-Like Illness,Ili,Admissions,Age Group,00_04,0.06,2025-01-04
201914,14,2019-03-31,2019-04-06,2018-2019,Essence,Cdc Influenza Dd V1,Influenza,Ed Visits,Race/Ethnicity,Other Race/Ethnicity,0.03,2025-04-05
202031,31,2020-07-26,2020-08-01,2019-2020,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Age Group,45_64,0.03,2025-08-02
202139,39,2021-09-26,2021-10-02,2020-2021,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Age Group,05_17,0.01,2025-09-27
202338,38,2023-09-17,2023-09-23,2022-2023,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Age Group,45_64,0.01,2025-09-20
201939,39,2019-09-22,2019-09-28,2018-2019,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,White Non-Hispanic,0.09,2025-09-27
202121,21,2021-05-23,2021-05-29,2020-2021,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Unknown Race/Ethnicity,0.07,2025-05-24
201749,49,2017-12-03,2017-12-09,2017-2018,Ilinet,Not Applicable,Ili,Outpatient Visits,All,All,0.02,2024-12-07
202001,1,2019-12-29,2020-01-04,2019-2020,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Age Group,65+,0.24,2025-01-04
202229,29,2022-07-17,2022-07-23,2021-2022,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Other Race/Ethnicity,0.01,2025-07-19
202403,3,2024-01-14,2024-01-20,2023-2024,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,White Non-Hispanic,0.12,2025-01-18
202207,7,2022-02-13,2022-02-19,2021-2022,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Race/Ethnicity,Black Non-Hispanic,0.01,2025-02-15
202134,34,2021-08-22,2021-08-28,2020-2021,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,45_64,0.08,2025-08-23
201813,13,2018-03-25,2018-03-31,2017-2018,Essence,Cdc Influenza Dd V1,Influenza,Ed Visits,Age Group,18_44,0.01,2025-03-29
202229,29,2022-07-17,2022-07-23,2021-2022,Ilinet,Not Applicable,Ili,Outpatient Visits,All,All,0.01,2025-07-19
202149,49,2021-12-05,2021-12-11,2021-2022,Essence,Influenza-Like Illness,Ili,Ed Visits,Age Group,18_44,0.02,2024-12-07
202341,41,2023-10-08,2023-10-14,2023-2024,Essence,Influenza-Like Illness,Ili,Admissions,Race/Ethnicity,Black Non-Hispanic,0.01,2024-10-12
202211,11,2022-03-13,2022-03-19,2021-2022,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Unknown Race/Ethnicity,0.04,2025-03-15
202152,52,2021-12-26,2022-01-01,2021-2022,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,18_44,0.23,2024-12-28
202251,51,2022-12-18,2022-12-24,2022-2023,Essence,Cdc Influenza Dd V1,Influenza,Admissions,Race/Ethnicity,Black Non-Hispanic,0.02,2024-12-21
202304,4,2023-01-22,2023-01-28,2022-2023,Essence,Cdc Influenza Dd V1,Influenza,Ed Visits,Age Group,00_04,0.01,2025-01-25
201951,51,2019-12-15,2019-12-21,2019-2020,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Black Non-Hispanic,0.16,2024-12-21
202332,32,2023-08-06,2023-08-12,2022-2023,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Age Group,00_04,0.03,2025-08-09
202251,51,2022-12-18,2022-12-24,2022-2023,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,White Non-Hispanic,0.15,2024-12-21
202437,37,2024-09-08,2024-09-14,2023-2024,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Race/Ethnicity,White Non-Hispanic,0.02,2025-09-13
202018,18,2020-04-26,2020-05-02,2019-2020,Essence,Influenza-Like Illness,Ili,Ed Visits,Age Group,00_04,0.02,2025-05-03
202415,15,2024-04-07,2024-04-13,2023-2024,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Race/Ethnicity,Asian Non-Hispanic,0.14,2025-04-12
201616,16,2016-04-17,2016-04-23,2015-2016,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,White Non-Hispanic,0.02,2025-04-19
201901,1,2018-12-30,2019-01-05,2018-2019,Essence,Cdc Influenza Dd V1,Influenza,Ed Visits,Age Group,65+,0.01,2025-01-04
202029,29,2020-07-12,2020-07-18,2019-2020,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Age Group,18_44,0.06,2025-07-19
202116,16,2021-04-18,2021-04-24,2020-2021,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Age Group,65+,0.2,2025-04-19
202001,1,2019-12-29,2020-01-04,2019-2020,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Other Race/Ethnicity,0.06,2025-01-04
202002,2,2020-01-05,2020-01-11,2019-2020,Essence,Cdc Influenza Dd V1,Influenza,Admissions,Age Group,18_44,0.02,2025-01-11
202010,10,2020-03-01,2020-03-07,2019-2020,Essence,Influenza-Like Illness,Ili,Admissions,Race/Ethnicity,Hispanic Or Latino,0.03,2025-03-08
202032,32,2020-08-02,2020-08-08,2019-2020,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Race/Ethnicity,Other Race/Ethnicity,0.1,2025-08-09
202015,15,2020-04-05,2020-04-11,2019-2020,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Race/Ethnicity,Hispanic Or Latino,0.21,2025-04-12
202249,49,2022-12-04,2022-12-10,2022-2023,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,All,All,0.22,2024-12-07
202226,26,2022-06-26,2022-07-02,2021-2022,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,45_64,0.08,2025-06-28
201743,43,2017-10-22,2017-10-28,2017-2018,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,00_04,0.29,2024-10-26
202239,39,2022-09-25,2022-10-01,2021-2022,Essence,Cdc Respiratory Syncytial Virus Dd V1,Rsv,Ed Visits,Race/Ethnicity,White Non-Hispanic,0.01,2025-09-27
202343,43,2023-10-22,2023-10-28,2023-2024,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Race/Ethnicity,White Non-Hispanic,0.01,2024-10-26
201908,8,2019-02-17,2019-02-23,2018-2019,Essence,Cdc Influenza Dd V1,Influenza,Ed Visits,Age Group,00_04,0.05,2025-02-22
202411,11,2024-03-10,2024-03-16,2023-2024,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Race/Ethnicity,White Non-Hispanic,0.01,2025-03-15
202103,3,2021-01-17,2021-01-23,2020-2021,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,00_04,0.23,2025-01-18
202025,25,2020-06-14,2020-06-20,2019-2020,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Age Group,18_44,0.07,2025-06-21
201738,38,2017-09-17,2017-09-23,2016-2017,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Other Race/Ethnicity,0.11,2025-09-20
202002,2,2020-01-05,2020-01-11,2019-2020,Essence,Influenza-Like Illness,Ili,Admissions,Race/Ethnicity,Other Race/Ethnicity,0.01,2025-01-11
201828,28,2018-07-08,2018-07-14,2017-2018,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,45_64,0.05,2025-07-12
201820,20,2018-05-13,2018-05-19,2017-2018,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,White Non-Hispanic,0.06,2025-05-17
201943,43,2019-10-20,2019-10-26,2019-2020,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Age Group,18_44,0.07,2024-10-26
202024,24,2020-06-07,2020-06-13,2019-2020,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Age Group,65+,0.03,2025-06-14
201642,42,2016-10-16,2016-10-22,2016-2017,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,White Non-Hispanic,0.01,2024-10-19
202350,50,2023-12-10,2023-12-16,2023-2024,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Race/Ethnicity,Unknown Race/Ethnicity,0.02,2024-12-14
201641,41,2016-10-09,2016-10-15,2016-2017,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Unknown Race/Ethnicity,0.03,2024-10-12
201812,12,2018-03-18,2018-03-24,2017-2018,Essence,Cdc Influenza Dd V1,Influenza,Ed Visits,Race/Ethnicity,Unknown Race/Ethnicity,0.01,2025-03-22
202008,8,2020-02-16,2020-02-22,2019-2020,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,White Non-Hispanic,0.05,2025-02-22
202304,4,2023-01-22,2023-01-28,2022-2023,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Age Group,65+,0.19,2025-01-25
202343,43,2023-10-22,2023-10-28,2023-2024,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Unknown Race/Ethnicity,0.02,2024-10-26
201719,19,2017-05-07,2017-05-13,2016-2017,Essence,Influenza-Like Illness,Ili,Ed Visits,All,All,0.02,2025-05-10
202134,34,2021-08-22,2021-08-28,2020-2021,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Race/Ethnicity,Unknown Race/Ethnicity,0.04,2025-08-23
202225,25,2022-06-19,2022-06-25,2021-2022,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Age Group,00_04,0.03,2025-06-21
201708,8,2017-02-19,2017-02-25,2016-2017,Essence,Cdc Influenza Dd V1,Influenza,Ed Visits,Age Group,05_17,0.04,2025-02-22
202238,38,2022-09-18,2022-09-24,2021-2022,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Age Group,18_44,0.01,2025-09-20
202401,1,2023-12-31,2024-01-06,2023-2024,Essence,Cdc Influenza Dd V1,Influenza,Ed Visits,Age Group,45_64,0.03,2025-01-04
202131,31,2021-08-01,2021-08-07,2020-2021,Essence,Influenza-Like Illness,Ili,Ed Visits,Age Group,18_44,0.01,2025-08-02
201634,34,2016-08-21,2016-08-27,2015-2016,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Hispanic Or Latino,0.01,2025-08-23
202417,17,2024-04-21,2024-04-27,2023-2024,Essence,Cdc Influenza Dd V1,Influenza,Ed Visits,Race/Ethnicity,Black Non-Hispanic,0.01,2025-04-26
202107,7,2021-02-14,2021-02-20,2020-2021,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Race/Ethnicity,Asian Non-Hispanic,0.12,2025-02-15
202031,31,2020-07-26,2020-08-01,2019-2020,Essence,Influenza-Like Illness,Ili,Admissions,Age Group,05_17,0.03,2025-08-02
202142,42,2021-10-17,2021-10-23,2021-2022,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Age Group,65+,0.02,2024-10-19
202430,30,2024-07-21,2024-07-27,2023-2024,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Age Group,18_44,0.05,2025-07-26
202126,26,2021-06-27,2021-07-03,2020-2021,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Age Group,05_17,0.01,2025-06-28
201915,15,2019-04-07,2019-04-13,2018-2019,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,All,All,0.12,2025-04-12
201947,47,2019-11-17,2019-11-23,2019-2020,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Unknown Race/Ethnicity,0.01,2024-11-23
